,driver_id,charge_path
741,21d15effdd-39db-4960-be42-d31c4afb7e17,"[0.72293749 0.72293749 0.72293749 0.72293749 0.72293749 0.72293749
 0.72293749 0.72293749 0.72293749 0.72293749 0.72293749 0.72293749
 0.72293749 0.72293749 0.72293749 0.72293749 0.8        0.77313763
 0.77313763 0.75272473 0.71846701 0.71846701 0.70544705 0.66278049]"
742,22dce6c047-704b-4dbe-b71a-95dc1eb88c38,"[0.69238259 0.69238259 0.69238259 0.69238259 0.69238259 0.69238259
 0.69238259 0.69238259 0.69238259 0.69238259 0.69238259 0.69238259
 0.69238259 0.69238259 0.69238259 0.69238259 0.8        0.8
 0.77914921 0.77160207 0.74491934 0.7249822  0.57780462 0.57780462]"
743,23d664ce71-a674-45e8-99a7-1b79b02785e4,"[0.73386213 0.73386213 0.73386213 0.73386213 0.73386213 0.73386213
 0.73386213 0.73386213 0.73386213 0.73386213 0.73386213 0.73386213
 0.8        0.78111591 0.7481069  0.72536966 0.71262128 0.69836154
 0.68985078 0.63383344 0.60911606 0.60911606 0.59810088 0.59810088]"
744,24cafb82b8-2f0c-419a-931d-a959a93dc6d2,"[0.77677649 0.77677649 0.77677649 0.77677649 0.77677649 0.77677649
 0.77677649 0.77677649 0.77677649 0.77677649 0.77677649 0.77677649
 0.77677649 0.77677649 0.77677649 0.77677649 0.8        0.72395121
 0.71151364 0.70325844 0.65313415 0.57610513 0.54880169 0.49507718]"
745,258e5af3ca-4c67-42a7-920b-d89efedf011b,"[0.75525321 0.75525321 0.75525321 0.75525321 0.75525321 0.75525321
 0.75525321 0.75525321 0.75525321 0.75525321 0.75525321 0.75525321
 0.75525321 0.75525321 0.8        0.8        0.8        0.76405177
 0.75875599 0.72781452 0.67838536 0.62326385 0.59862132 0.57296191]"
746,2697a6865c-e500-4241-800e-2f547bbdb09c,"[0.63538595 0.63538595 0.63538595 0.63538595 0.63538595 0.63538595
 0.63538595 0.63538595 0.63538595 0.63538595 0.63538595 0.63538595
 0.63538595 0.63538595 0.68333333 0.8        0.77576214 0.73755889
 0.73158095 0.73158095 0.73158095 0.71752698 0.69194079 0.69036343]"
747,27da9c1ed5-443c-4160-bf8a-cd52ae431cc5,"[0.7396481  0.7396481  0.7396481  0.7396481  0.7396481  0.7396481
 0.7396481  0.8        0.79642383 0.79642383 0.79642383 0.78385809
 0.78385809 0.77237465 0.75937418 0.75937418 0.75378257 0.74026055
 0.72816657 0.72235836 0.72235836 0.72235836 0.7203251  0.71780456]"
748,28e9d6c29c-a972-4399-bfb1-d9114c7ba53a,"[0.72548487 0.72548487 0.72548487 0.72548487 0.72548487 0.72548487
 0.72548487 0.72548487 0.72548487 0.72548487 0.72548487 0.72548487
 0.72548487 0.8        0.8        0.8        0.7801722  0.76177638
 0.76177638 0.76177638 0.76177638 0.7565668  0.7565668  0.75476293]"
749,29c48ed509-9de9-4fc1-8eb5-d0aac9a50824,"[0.73689765 0.73689765 0.73689765 0.73689765 0.73689765 0.73689765
 0.73689765 0.73689765 0.73689765 0.73689765 0.73689765 0.73689765
 0.73689765 0.73689765 0.8        0.78710223 0.72950759 0.72706315
 0.71620814 0.68305566 0.65388655 0.65388655 0.61852574 0.58083007]"
750,3006169062-370a-47d2-829b-2ab71c235304,"[0.73085591 0.73085591 0.73085591 0.73085591 0.73085591 0.73085591
 0.73085591 0.73085591 0.73085591 0.73085591 0.73085591 0.73085591
 0.73085591 0.8        0.8        0.8        0.78826336 0.7282291
 0.69272423 0.68074319 0.68074319 0.67844539 0.64970574 0.64970574]"
751,311c96fa38-9ec3-45d7-b44e-72f8b55f2166,"[0.79884405 0.79884405 0.79884405 0.79884405 0.79884405 0.79884405
 0.79884405 0.79884405 0.79884405 0.79884405 0.79884405 0.79884405
 0.79884405 0.79884405 0.8        0.8        0.73700797 0.71729841
 0.70215102 0.67066963 0.64521402 0.64521402 0.64521402 0.64521402]"
752,32e631643c-8b29-430f-b5ef-4dbc4f3256b3,"[0.74502147 0.74502147 0.74502147 0.74502147 0.74502147 0.74502147
 0.74502147 0.74502147 0.74502147 0.74502147 0.74502147 0.74502147
 0.74502147 0.74502147 0.74502147 0.74502147 0.8        0.78665951
 0.77728173 0.77728173 0.76536722 0.75975274 0.72746697 0.69679894]"
753,3317d6144f-cb80-4a99-90ad-45d08d937f51,"[0.66757577 0.66757577 0.66757577 0.66757577 0.66757577 0.66757577
 0.66757577 0.66757577 0.66757577 0.66757577 0.66757577 0.66757577
 0.66757577 0.68333333 0.8        0.8        0.8        0.8
 0.75159722 0.75159722 0.73185542 0.68863677 0.68863677 0.68863677]"
754,34e48517ee-eae3-4300-9bdb-6a301aa8df5a,"[0.8412324  0.8412324  0.8412324  0.8412324  0.8412324  0.8412324
 0.8412324  0.8412324  0.8412324  0.8412324  0.8412324  0.8412324
 0.8        0.8        0.7948207  0.79476488 0.79447115 0.75931629
 0.75931629 0.74767999 0.72119108 0.70748171 0.69445251 0.66630047]"
755,35341269ba-10db-4671-bd88-2d15b75d301e,"[0.70886847 0.70886847 0.70886847 0.70886847 0.70886847 0.70886847
 0.70886847 0.70886847 0.70886847 0.70886847 0.70886847 0.70886847
 0.8        0.8        0.8        0.7581948  0.7451514  0.72087812
 0.72087812 0.7063751  0.69476992 0.69476992 0.69476992 0.69476992]"
756,36a6f64118-2a6c-45d0-ac66-027f21356b31,"[0.64693621 0.64693621 0.64693621 0.64693621 0.64693621 0.64693621
 0.64693621 0.64693621 0.64693621 0.64693621 0.68333333 0.8
 0.8        0.75898567 0.75358045 0.74600604 0.71854684 0.71854684
 0.71854684 0.69310048 0.65394102 0.65394102 0.64464979 0.64257516]"
757,37d9354e62-8cee-4335-99ba-67078c12adef,"[0.76969147 0.76969147 0.76969147 0.76969147 0.76969147 0.76969147
 0.76969147 0.76969147 0.76969147 0.76969147 0.76969147 0.76969147
 0.8        0.75974642 0.75974642 0.73944956 0.73944956 0.71668671
 0.71325332 0.68268956 0.68268956 0.63463095 0.60904866 0.57716885]"
758,38bb288e05-5aa2-489c-b662-0291f7f8f1b6,"[0.73175444 0.73175444 0.73175444 0.73175444 0.73175444 0.73175444
 0.73175444 0.73175444 0.73175444 0.73175444 0.73175444 0.73175444
 0.8        0.8        0.78947332 0.77627461 0.74515548 0.74515548
 0.71057987 0.6641277  0.63010715 0.59981697 0.59836612 0.59836612]"
759,39a022616c-9fd7-4563-8770-f14634318993,"[0.73916368 0.73916368 0.73916368 0.73916368 0.73916368 0.73916368
 0.73916368 0.73916368 0.73916368 0.73916368 0.73916368 0.73916368
 0.73916368 0.8        0.77774813 0.73435393 0.73435393 0.73435393
 0.73435393 0.73031474 0.7205822  0.71132639 0.69225029 0.69225029]"
760,4094f54bd7-b8c3-4c5f-92ff-703f359fdb84,"[0.67652899 0.67652899 0.67652899 0.67652899 0.67652899 0.67652899
 0.67652899 0.67652899 0.67652899 0.67652899 0.67652899 0.67652899
 0.68333333 0.8        0.8        0.78814991 0.76764508 0.71355546
 0.71355546 0.71355546 0.70719192 0.70719192 0.66949833 0.66949833]"
761,4140d8f75e-8eec-4157-99cd-93f0686e0a99,"[0.64357745 0.64357745 0.64357745 0.64357745 0.64357745 0.64357745
 0.64357745 0.64357745 0.64357745 0.64357745 0.64357745 0.64357745
 0.64357745 0.68333333 0.8        0.8        0.76761976 0.76761976
 0.70942982 0.68302862 0.66963028 0.66963028 0.64890605 0.59305861]"
762,427255c7fe-4797-4156-87e8-ac817b5b34f8,"[0.76905039 0.76905039 0.76905039 0.76905039 0.76905039 0.76905039
 0.76905039 0.76905039 0.76905039 0.76905039 0.76905039 0.76905039
 0.8        0.8        0.72957972 0.6909222  0.66280606 0.6559542
 0.61438925 0.6072888  0.6072888  0.56396922 0.56396922 0.56396922]"
763,43fdca8a57-c144-4894-9062-9f1d2fc89fd1,"[0.7066888  0.7066888  0.7066888  0.7066888  0.7066888  0.7066888
 0.7066888  0.7066888  0.7066888  0.7066888  0.8        0.8
 0.79041075 0.79041075 0.77948041 0.77190493 0.77190493 0.77190493
 0.72730576 0.72730576 0.72730576 0.72730576 0.69393621 0.65694255]"
764,44f822a97c-41a4-430b-8c7e-d95ebd88c8e9,"[0.7520678  0.7520678  0.7520678  0.7520678  0.7520678  0.7520678
 0.7520678  0.7520678  0.7520678  0.7520678  0.7520678  0.7520678
 0.7520678  0.7520678  0.8        0.8        0.8        0.8
 0.79112068 0.79112068 0.77209133 0.75522879 0.75522879 0.75522879]"
765,455d17c0af-160d-4627-8bb5-fb1f3a14710c,"[0.77464806 0.77464806 0.77464806 0.77464806 0.77464806 0.77464806
 0.77464806 0.77464806 0.77464806 0.77464806 0.77464806 0.77464806
 0.8        0.7753022  0.75084702 0.74099483 0.71183522 0.67958743
 0.67534441 0.65962145 0.65962145 0.65962145 0.61556054 0.61556054]"
766,46314327e3-f5f0-4515-87d2-e26511ec455e,"[0.68769049 0.68769049 0.68769049 0.68769049 0.68769049 0.68769049
 0.68769049 0.68769049 0.68769049 0.68769049 0.68769049 0.68769049
 0.8        0.8        0.79387553 0.78228143 0.78228143 0.76325048
 0.76325048 0.76325048 0.76325048 0.75825506 0.75825506 0.74718741]"
767,47f3b69548-5b42-45dd-944e-75cb6752e24a,"[0.72008422 0.72008422 0.72008422 0.72008422 0.72008422 0.72008422
 0.72008422 0.72008422 0.72008422 0.72008422 0.72008422 0.72008422
 0.72008422 0.72008422 0.72008422 0.72008422 0.8        0.72486013
 0.69137904 0.69137904 0.69137904 0.69137904 0.69137904 0.69137904]"
768,48cb27f7d1-f658-4fa3-85e9-a7c46dc99b6b,"[0.70101728 0.70101728 0.70101728 0.70101728 0.70101728 0.70101728
 0.70101728 0.70101728 0.70101728 0.70101728 0.70101728 0.70101728
 0.70101728 0.70101728 0.8        0.77584527 0.73157336 0.72861241
 0.71342556 0.69949468 0.69949468 0.68947032 0.6728948  0.6728948 ]"
769,496f834d1d-045b-47f0-9105-94e21fcd4e47,"[0.75739534 0.75739534 0.75739534 0.75739534 0.75739534 0.75739534
 0.75739534 0.75739534 0.75739534 0.75739534 0.75739534 0.75739534
 0.75739534 0.75739534 0.8        0.8        0.77524446 0.77189924
 0.77189924 0.70481821 0.70481821 0.70481821 0.67497201 0.65095554]"
770,50baaa2f3e-bca8-4148-b150-f51a9eaf59e7,"[0.6874067  0.6874067  0.6874067  0.6874067  0.6874067  0.6874067
 0.6874067  0.6874067  0.6874067  0.6874067  0.6874067  0.6874067
 0.6874067  0.6874067  0.8        0.8        0.8        0.8
 0.8        0.8        0.77639887 0.75074607 0.75074607 0.75074607]"
771,512d1e868a-ca51-4dbc-8e4a-d93be765a293,"[0.80495479 0.80495479 0.80495479 0.80495479 0.80495479 0.80495479
 0.80495479 0.80495479 0.80495479 0.80495479 0.8        0.8
 0.8        0.8        0.78213181 0.76759918 0.75764231 0.75764231
 0.71736592 0.71099211 0.70264862 0.66590134 0.65161855 0.64145814]"
772,5283e4e1d5-45bb-4abb-b524-b575ee09adbf,"[0.74134722 0.74134722 0.74134722 0.74134722 0.74134722 0.74134722
 0.74134722 0.74134722 0.74134722 0.74134722 0.74134722 0.74134722
 0.8        0.78662938 0.77883075 0.77883075 0.73462785 0.7260091
 0.72500085 0.71798761 0.71798761 0.71798761 0.71798761 0.70324062]"
773,536640983b-bbf4-4d5d-91d3-b4a329c13d39,"[0.76407746 0.76407746 0.76407746 0.76407746 0.76407746 0.76407746
 0.76407746 0.76407746 0.76407746 0.76407746 0.76407746 0.76407746
 0.76407746 0.76407746 0.76407746 0.8        0.78097731 0.75811846
 0.75811846 0.75811846 0.73236598 0.72253606 0.69256687 0.69256687]"
774,5481d86f81-eb0e-46e8-bb04-98ecf81011fc,"[0.67464014 0.67464014 0.67464014 0.67464014 0.67464014 0.67464014
 0.67464014 0.67464014 0.67464014 0.67464014 0.68333333 0.8
 0.7694587  0.7694587  0.76568819 0.7398178  0.71434713 0.68184462
 0.68184462 0.66055005 0.64381337 0.64157855 0.64157855 0.6309314 ]"
775,559e8522e2-32a2-4bc3-a188-3d35e62441ba,"[0.64844438 0.64844438 0.64844438 0.64844438 0.64844438 0.64844438
 0.64844438 0.64844438 0.64844438 0.64844438 0.64844438 0.64844438
 0.64844438 0.64844438 0.68333333 0.8        0.77248095 0.77248095
 0.77248095 0.77248095 0.72414839 0.72414839 0.70077113 0.65584369]"
776,56c0aec856-150d-4ed6-a00e-b2482cceb34a,"[0.68391627 0.68391627 0.68391627 0.68391627 0.68391627 0.68391627
 0.68391627 0.68391627 0.68391627 0.68391627 0.68391627 0.68391627
 0.68391627 0.8        0.75299909 0.75299909 0.73685311 0.7132968
 0.68571702 0.66174099 0.65887103 0.65887103 0.65887103 0.61213068]"
777,574157891b-6e75-45b8-a84e-52e289cc070d,"[0.78199222 0.78199222 0.78199222 0.78199222 0.78199222 0.78199222
 0.78199222 0.78199222 0.78199222 0.78199222 0.78199222 0.78199222
 0.78199222 0.78199222 0.78199222 0.8        0.79953983 0.7944416
 0.73614798 0.73614798 0.71965874 0.69552453 0.69463491 0.65041522]"
778,58de662835-91a4-4857-a14c-a06ac9647823,"[0.7514365  0.7514365  0.7514365  0.7514365  0.7514365  0.7514365
 0.7514365  0.7514365  0.7514365  0.7514365  0.7514365  0.7514365
 0.8        0.77833825 0.75570205 0.7180734  0.70621599 0.70621599
 0.69106412 0.67899678 0.67899678 0.66387723 0.66387723 0.66387723]"
779,5944035083-6b48-4d6b-a4e9-5f55dd35dfa0,"[0.74619235 0.74619235 0.74619235 0.74619235 0.74619235 0.74619235
 0.74619235 0.74619235 0.74619235 0.74619235 0.74619235 0.74619235
 0.74619235 0.8        0.78298401 0.7761584  0.75366558 0.73270675
 0.73270675 0.71576976 0.71014563 0.71014563 0.67929663 0.67324703]"
780,609043041c-8322-452b-afdd-5ba2f135ef13,"[0.76793553 0.76793553 0.76793553 0.76793553 0.76793553 0.76793553
 0.76793553 0.76793553 0.76793553 0.76793553 0.76793553 0.76793553
 0.76793553 0.76793553 0.76793553 0.8        0.8        0.73953481
 0.71428415 0.68559774 0.6403064  0.6403064  0.61284191 0.6116875 ]"
781,6110bf93d9-2ffe-4cc0-a581-81cd1d650015,"[0.71527305 0.71527305 0.71527305 0.71527305 0.71527305 0.71527305
 0.71527305 0.71527305 0.71527305 0.71527305 0.71527305 0.71527305
 0.71527305 0.71527305 0.8        0.8        0.7894416  0.76334087
 0.74494248 0.74494248 0.74494248 0.74494248 0.73757758 0.71589245]"
782,6299de74e5-72ea-4c06-9980-14b1b4736307,"[0.70408138 0.70408138 0.70408138 0.70408138 0.70408138 0.70408138
 0.70408138 0.70408138 0.70408138 0.70408138 0.70408138 0.70408138
 0.70408138 0.70408138 0.8        0.7779451  0.74269704 0.73708337
 0.69926664 0.69524889 0.68978905 0.68951089 0.67525809 0.67525809]"
783,63359d459b-9abc-47f5-ad15-457d7a1bc043,"[0.78391526 0.78391526 0.78391526 0.78391526 0.78391526 0.78391526
 0.78391526 0.78391526 0.78391526 0.78391526 0.78391526 0.78391526
 0.78391526 0.78391526 0.78391526 0.8        0.8        0.8
 0.75216955 0.75216955 0.75216955 0.73916082 0.71516076 0.70509425]"
784,64eed42d65-fd07-4ee1-a8e0-21cf28593de0,"[0.63612155 0.63612155 0.63612155 0.63612155 0.63612155 0.63612155
 0.63612155 0.63612155 0.63612155 0.63612155 0.63612155 0.63612155
 0.63612155 0.68333333 0.8        0.77775207 0.76515164 0.71116177
 0.7054512  0.6974524  0.6974524  0.63219743 0.63219743 0.63219743]"
785,653a7d7dd3-3ca5-4df0-b3e3-1ad652ebe61e,"[0.66834946 0.66834946 0.66834946 0.66834946 0.66834946 0.66834946
 0.66834946 0.66834946 0.66834946 0.66834946 0.66834946 0.66834946
 0.66834946 0.68333333 0.8        0.74870054 0.74870054 0.74870054
 0.73076282 0.73076282 0.72023879 0.72023879 0.72023879 0.72023879]"
786,666995d60c-8729-4609-932c-ffcc339437c4,"[0.77401824 0.77401824 0.77401824 0.77401824 0.77401824 0.77401824
 0.77401824 0.77401824 0.77401824 0.77401824 0.77401824 0.77401824
 0.8        0.8        0.78597841 0.78597841 0.78597841 0.77913348
 0.75723528 0.75723528 0.75723528 0.75723528 0.74999811 0.74999811]"
787,671c3b961b-872e-41aa-a9a8-2a6a93290193,"[0.70584457 0.70584457 0.70584457 0.70584457 0.70584457 0.70584457
 0.70584457 0.70584457 0.70584457 0.70584457 0.70584457 0.70584457
 0.8        0.76917733 0.76917733 0.76917733 0.76444697 0.72054417
 0.71549786 0.68748619 0.66473319 0.61749274 0.61749274 0.59270346]"
788,68a857545d-7d3a-4ed0-8432-0fbb93f836cd,"[0.70637077 0.70637077 0.70637077 0.70637077 0.70637077 0.70637077
 0.70637077 0.70637077 0.70637077 0.70637077 0.70637077 0.70637077
 0.70637077 0.70637077 0.70637077 0.70637077 0.70637077 0.70637077
 0.8        0.70362258 0.70362258 0.68093484 0.64922106 0.61406805]"
789,69eadf4398-a6eb-41b2-a115-08d909334f03,"[0.80274303 0.80274303 0.80274303 0.80274303 0.80274303 0.80274303
 0.80274303 0.80274303 0.80274303 0.80274303 0.80274303 0.8
 0.77489605 0.77489605 0.72663171 0.72663171 0.7141058  0.69631907
 0.67312487 0.66996216 0.66078769 0.66078769 0.66078769 0.63313147]"
790,70a825aff1-7be6-487f-bb7c-92f9807fa737,"[0.78058698 0.78058698 0.78058698 0.78058698 0.78058698 0.78058698
 0.78058698 0.78058698 0.78058698 0.78058698 0.78058698 0.78058698
 0.78058698 0.78058698 0.78058698 0.78058698 0.8        0.79166413
 0.79166413 0.79166413 0.76830185 0.74756984 0.74447879 0.74447879]"
791,71990c80a8-b114-4ce5-a148-84717e05eabd,"[0.79399425 0.79399425 0.79399425 0.79399425 0.79399425 0.79399425
 0.79399425 0.79399425 0.79399425 0.79399425 0.79399425 0.79399425
 0.79399425 0.79399425 0.8        0.7603619  0.72437836 0.71033999
 0.71033999 0.68382624 0.66333505 0.64127864 0.62056842 0.61924265]"
792,72f578c26f-5247-4848-9773-2e16a562c239,"[0.7983825  0.7983825  0.7983825  0.7983825  0.7983825  0.7983825
 0.7983825  0.7983825  0.7983825  0.7983825  0.7983825  0.8
 0.7766803  0.7766803  0.75909237 0.75909237 0.74929624 0.72321961
 0.72321961 0.71402469 0.70328145 0.69945708 0.69945708 0.69945708]"
793,7332526afe-a617-4f47-a406-c4d2516010f0,"[0.76824681 0.76824681 0.76824681 0.76824681 0.76824681 0.76824681
 0.76824681 0.76824681 0.76824681 0.76824681 0.76824681 0.8
 0.77212236 0.77212236 0.74170543 0.71265733 0.71265733 0.71265733
 0.69330529 0.69330529 0.66583853 0.65389164 0.62895855 0.60938049]"
794,74526db619-0130-4633-81cc-f2f107dcb81b,"[0.7810872  0.7810872  0.7810872  0.7810872  0.7810872  0.7810872
 0.7810872  0.7810872  0.7810872  0.7810872  0.7810872  0.7810872
 0.8        0.8        0.8        0.8        0.8        0.7917294
 0.7917294  0.77703413 0.76944639 0.74059227 0.74059227 0.73008412]"
795,75c77cfe0b-4192-4850-9627-f0183d78174b,"[0.70225113 0.70225113 0.70225113 0.70225113 0.70225113 0.70225113
 0.70225113 0.70225113 0.70225113 0.70225113 0.70225113 0.70225113
 0.70225113 0.70225113 0.70225113 0.70225113 0.8        0.74659349
 0.73996339 0.71427981 0.71427981 0.71427981 0.61706207 0.61706207]"
796,76541293ad-6b55-4bac-ab49-e18928d3b95c,"[0.77650026 0.77650026 0.77650026 0.77650026 0.77650026 0.77650026
 0.77650026 0.77650026 0.77650026 0.77650026 0.77650026 0.77650026
 0.77650026 0.77650026 0.77650026 0.77650026 0.8        0.8
 0.77724612 0.74712173 0.70472516 0.70472516 0.7034192  0.7034192 ]"
797,773b0205e3-6e47-450b-9f48-09a8b561b381,"[0.63625431 0.63625431 0.63625431 0.63625431 0.63625431 0.63625431
 0.63625431 0.63625431 0.63625431 0.63625431 0.63625431 0.63625431
 0.63625431 0.63625431 0.63625431 0.68333333 0.8        0.8
 0.8        0.73869746 0.69377548 0.65887005 0.64660378 0.62779219]"
798,78a7ed1a58-d82f-492a-aaf3-33de3e9cba82,"[0.63838267 0.63838267 0.63838267 0.63838267 0.63838267 0.63838267
 0.63838267 0.63838267 0.63838267 0.63838267 0.63838267 0.68333333
 0.8        0.77214666 0.73017843 0.71633324 0.71041289 0.66759169
 0.64501532 0.64501532 0.62672018 0.60253401 0.59469565 0.57477403]"
799,796518fff6-101f-4ae0-8065-c797681585d0,"[0.76209413 0.76209413 0.76209413 0.76209413 0.76209413 0.76209413
 0.76209413 0.76209413 0.76209413 0.76209413 0.76209413 0.76209413
 0.76209413 0.76209413 0.8        0.7979673  0.7979673  0.7775909
 0.71055974 0.69291982 0.69291982 0.69291982 0.69291982 0.64391765]"
800,803b321a20-90b9-40d8-836f-60d1eddb4ecc,"[0.76194495 0.76194495 0.76194495 0.76194495 0.76194495 0.76194495
 0.76194495 0.76194495 0.76194495 0.76194495 0.76194495 0.76194495
 0.76194495 0.76194495 0.8        0.76758497 0.76758497 0.76758497
 0.74526275 0.74526275 0.72574695 0.70579574 0.67569386 0.64043763]"
801,819eafd46e-e1ca-4f00-a3bf-d5b0994f909f,"[0.76336681 0.76336681 0.76336681 0.76336681 0.76336681 0.76336681
 0.76336681 0.76336681 0.76336681 0.76336681 0.76336681 0.8
 0.78449489 0.76278059 0.76278059 0.76080055 0.74416617 0.74416617
 0.72940865 0.70969747 0.70969747 0.70969747 0.70969747 0.70969747]"
802,825f3b4ef6-e7ae-425c-b36c-c2197ab796e2,"[0.75115893 0.75115893 0.75115893 0.75115893 0.75115893 0.75115893
 0.75115893 0.75115893 0.75115893 0.75115893 0.75115893 0.75115893
 0.8        0.8        0.75736669 0.74853021 0.74224874 0.74050254
 0.71327027 0.70702945 0.70702945 0.70702945 0.69356248 0.68559382]"
803,8398192b90-9606-4da6-928e-3735c134a2f0,"[0.72697936 0.72697936 0.72697936 0.72697936 0.72697936 0.72697936
 0.72697936 0.72697936 0.72697936 0.72697936 0.72697936 0.72697936
 0.72697936 0.72697936 0.72697936 0.8        0.8        0.77879268
 0.77879268 0.77879268 0.77879268 0.75511674 0.71291293 0.68641333]"
804,845b6d40e5-8767-421b-bdf1-e475c32712d0,"[0.71195846 0.71195846 0.71195846 0.71195846 0.71195846 0.71195846
 0.71195846 0.71195846 0.71195846 0.71195846 0.71195846 0.71195846
 0.8        0.8        0.8        0.78756145 0.78756145 0.78756145
 0.78407301 0.78407301 0.75895772 0.75840669 0.75437581 0.74560924]"
805,85ac16c24f-d855-4727-ac85-e21eece04c64,"[0.75500438 0.75500438 0.75500438 0.75500438 0.75500438 0.75500438
 0.75500438 0.75500438 0.75500438 0.75500438 0.75500438 0.75500438
 0.75500438 0.75500438 0.75500438 0.75500438 0.8        0.8
 0.79650267 0.75554754 0.74337302 0.74337302 0.73397413 0.73397413]"
806,8618bdb328-9974-4e4a-b0d4-bd5be559f589,"[0.70721983 0.70721983 0.70721983 0.70721983 0.70721983 0.70721983
 0.70721983 0.70721983 0.70721983 0.8        0.79279146 0.78934092
 0.78100388 0.77938428 0.76592081 0.75226814 0.75226814 0.75183835
 0.75183835 0.75183835 0.72737212 0.7197295  0.70747808 0.70747808]"
807,878b78e448-2e2a-45b7-bd5d-ecd66f6612f2,"[0.85435766 0.85435766 0.85435766 0.85435766 0.85435766 0.85435766
 0.85435766 0.85435766 0.85435766 0.85435766 0.85435766 0.85435766
 0.85435766 0.85435766 0.85435766 0.85435766 0.8        0.78104729
 0.78104729 0.76503705 0.71392104 0.71392104 0.67251751 0.67251751]"
808,8864664261-01c0-45f5-9441-5e117b654f37,"[0.69757515 0.69757515 0.69757515 0.69757515 0.69757515 0.69757515
 0.69757515 0.69757515 0.69757515 0.69757515 0.69757515 0.69757515
 0.8        0.8        0.78216073 0.74788341 0.72993811 0.72993811
 0.72963048 0.68696856 0.66531366 0.63660949 0.63660949 0.63299363]"
809,89a191a6b7-fb8f-4887-9ddf-b21c480d6c71,"[0.73035923 0.73035923 0.73035923 0.73035923 0.73035923 0.73035923
 0.73035923 0.73035923 0.73035923 0.73035923 0.73035923 0.73035923
 0.8        0.75997905 0.7405789  0.7405789  0.74042263 0.72215944
 0.72215944 0.70866174 0.70866174 0.68395461 0.67186277 0.67186277]"
810,906db9fcca-b8e7-4ba1-a793-eea1eb0a629f,"[0.80466357 0.80466357 0.80466357 0.80466357 0.80466357 0.80466357
 0.80466357 0.80466357 0.80466357 0.80466357 0.80466357 0.8
 0.8        0.79150258 0.76130293 0.75537999 0.75537999 0.73609245
 0.73609245 0.73609245 0.72170967 0.72170967 0.72170967 0.70241706]"
811,91f7f1e355-4ff6-469e-8758-4e0d67986b9e,"[0.71569866 0.71569866 0.71569866 0.71569866 0.71569866 0.71569866
 0.71569866 0.71569866 0.71569866 0.71569866 0.8        0.77039174
 0.73718728 0.73601617 0.73601617 0.70920313 0.70920313 0.6937505
 0.66879777 0.66879777 0.65028896 0.64300664 0.64300664 0.64300664]"
812,921c2ee28c-b841-4580-9dae-382b6785711c,"[0.72833386 0.72833386 0.72833386 0.72833386 0.72833386 0.72833386
 0.72833386 0.72833386 0.72833386 0.72833386 0.72833386 0.8
 0.8        0.77483819 0.76405845 0.76405845 0.74352301 0.71171492
 0.66422294 0.63229092 0.63229092 0.63229092 0.63229092 0.62797869]"
813,93e7167bf3-eea5-4d9c-8c57-21e5907d3aa8,"[0.68776374 0.68776374 0.68776374 0.68776374 0.68776374 0.68776374
 0.68776374 0.68776374 0.68776374 0.68776374 0.68776374 0.68776374
 0.8        0.77308342 0.75954009 0.75954009 0.72553887 0.71625029
 0.69770778 0.68384504 0.65414707 0.63460727 0.62338662 0.62338662]"
814,947079704e-d428-40dc-a983-edee9ae4f429,"[0.73360562 0.73360562 0.73360562 0.73360562 0.73360562 0.73360562
 0.73360562 0.73360562 0.73360562 0.73360562 0.73360562 0.73360562
 0.73360562 0.73360562 0.73360562 0.8        0.77949754 0.75441471
 0.75441471 0.70439909 0.70439909 0.70439909 0.70439909 0.62567444]"
815,9519a13791-d09e-4185-9279-43b3a0913436,"[0.77068337 0.77068337 0.77068337 0.77068337 0.77068337 0.77068337
 0.77068337 0.77068337 0.77068337 0.77068337 0.77068337 0.77068337
 0.77068337 0.8        0.78201111 0.74485076 0.72893579 0.7223634
 0.7223634  0.66821318 0.64005184 0.60661937 0.60661937 0.60661937]"
816,968517abd4-ecdf-401d-a889-1d619cf0ee0b,"[0.70863294 0.70863294 0.70863294 0.70863294 0.70863294 0.70863294
 0.70863294 0.70863294 0.70863294 0.70863294 0.70863294 0.70863294
 0.70863294 0.70863294 0.8        0.79592008 0.79592008 0.79592008
 0.79592008 0.79592008 0.79592008 0.77524958 0.77524958 0.76533292]"
817,9707a342c9-285e-490d-93b5-cfe7f3923308,"[0.72117098 0.72117098 0.72117098 0.72117098 0.72117098 0.72117098
 0.72117098 0.72117098 0.72117098 0.72117098 0.72117098 0.72117098
 0.72117098 0.72117098 0.72117098 0.8        0.8        0.8
 0.73951283 0.73100449 0.71140127 0.71140127 0.67875705 0.67875705]"
818,98a22590a6-5dcf-4137-bb78-b22e9d23742d,"[0.77654406 0.77654406 0.77654406 0.77654406 0.77654406 0.77654406
 0.77654406 0.77654406 0.77654406 0.77654406 0.77654406 0.77654406
 0.77654406 0.77654406 0.8        0.76596299 0.72870457 0.71197375
 0.67677455 0.64019125 0.61942803 0.61342834 0.56286381 0.47988356]"
